Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 2,Gas,KWh,Meter 1,28/05/2013,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,560.34,715.99,653.73,622.6,653.73,902.77,684.86,622.6,591.47,404.69,217.91,217.91,249.04,280.17,124.52,217.91,217.91,186.78,31.13,186.78,93.39,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0
Building 2,Gas,KWh,Meter 1,29/05/2013,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,0,342.43,435.82,373.56,560.34,591.47,498.08,373.56,280.17,280.17,249.04,186.78,217.91,124.52,93.39,31.13,155.65,155.65,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13
Building 2,Gas,KWh,Meter 1,30/05/2013,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,93.39,249.04,653.73,653.73,498.08,311.3,280.17,280.17,93.39,155.65,155.65,62.26,31.13,155.65,93.39,62.26,62.26,124.52,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,31/05/2013,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,249.04,186.78,311.3,373.56,560.34,466.95,404.69,373.56,280.17,249.04,155.65,93.39,62.26,31.13,31.13,31.13,93.39,0,0,31.13,0,0,0,31.13,0,0,31.13,0,0,31.13
Building 2,Gas,KWh,Meter 1,01/06/2013,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,02/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,03/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,653.73,622.6,591.47,622.6,622.6,653.73,684.86,529.21,498.08,373.56,404.69,342.43,249.04,280.17,342.43,186.78,186.78,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,04/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.17,280.17,435.82,342.43,186.78,311.3,280.17,186.78,155.65,186.78,186.78,155.65,62.26,31.13,31.13,0,62.26,31.13,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,05/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.69,498.08,217.91,186.78,280.17,280.17,435.82,404.69,342.43,404.69,404.69,373.56,249.04,217.91,186.78,124.52,155.65,155.65,62.26,155.65,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,06/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3,124.52,342.43,466.95,311.3,217.91,155.65,93.39,217.91,93.39,93.39,93.39,31.13,93.39,62.26,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,07/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.34,622.6,653.73,529.21,466.95,342.43,186.78,311.3,373.56,155.65,280.17,186.78,186.78,155.65,155.65,155.65,93.39,155.65,62.26,62.26,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,08/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,09/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,10/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.21,622.6,591.47,622.6,622.6,653.73,591.47,342.43,31.13,280.17,591.47,466.95,435.82,280.17,217.91,186.78,155.65,186.78,186.78,31.13,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,11/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.56,498.08,498.08,529.21,560.34,249.04,124.52,249.04,93.39,0,93.39,0,0,93.39,93.39,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,12/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,280.17,186.78,466.95,498.08,435.82,404.69,435.82,249.04,186.78,93.39,155.65,186.78,124.52,124.52,62.26,124.52,31.13,31.13,31.13,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,13/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.21,435.82,249.04,560.34,435.82,311.3,217.91,186.78,31.13,186.78,155.65,124.52,93.39,93.39,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,14/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.91,560.34,249.04,217.91,186.78,217.91,124.52,404.69,404.69,373.56,249.04,311.3,249.04,311.3,186.78,155.65,186.78,62.26,124.52,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,15/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,16/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,17/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,591.47,653.73,622.6,653.73,902.77,622.6,715.99,529.21,404.69,435.82,404.69,311.3,217.91,217.91,217.91,124.52,0,62.26,124.52,31.13,124.52,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,18/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.21,342.43,498.08,560.34,466.95,217.91,249.04,155.65,93.39,217.91,249.04,280.17,155.65,93.39,31.13,0,31.13,31.13,62.26,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,19/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.95,715.99,529.21,342.43,311.3,186.78,217.91,186.78,217.91,155.65,124.52,0,62.26,124.52,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,20/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,498.08,311.3,280.17,217.91,62.26,93.39,93.39,93.39,62.26,280.17,124.52,124.52,124.52,31.13,93.39,93.39,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,21/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3,622.6,311.3,280.17,311.3,155.65,93.39,155.65,93.39,93.39,280.17,435.82,373.56,280.17,249.04,186.78,124.52,155.65,62.26,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,22/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,23/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,24/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.82,684.86,591.47,591.47,622.6,684.86,684.86,622.6,373.56,342.43,249.04,280.17,186.78,93.39,155.65,124.52,93.39,124.52,93.39,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,25/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,280.17,155.65,155.65,124.52,93.39,93.39,0,93.39,62.26,124.52,155.65,93.39,0,31.13,124.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,26/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.08,560.34,591.47,560.34,653.73,684.86,435.82,280.17,217.91,280.17,249.04,249.04,280.17,186.78,62.26,31.13,186.78,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,27/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,217.91,217.91,342.43,466.95,373.56,373.56,435.82,373.56,280.17,186.78,217.91,155.65,31.13,124.52,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,28/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.04,342.43,435.82,591.47,622.6,280.17,186.78,186.78,155.65,31.13,0,62.26,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,29/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,01/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,311.3,342.43,311.3,311.3,311.3,591.47,560.34,498.08,404.69,311.3,155.65,217.91,280.17,93.39,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,02/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.17,311.3,373.56,498.08,311.3,217.91,124.52,62.26,93.39,62.26,31.13,31.13,31.13,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,03/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3,466.95,560.34,560.34,684.86,560.34,404.69,342.43,373.56,217.91,155.65,280.17,186.78,31.13,62.26,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,04/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.08,498.08,373.56,249.04,217.91,280.17,217.91,124.52,62.26,62.26,124.52,31.13,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,05/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.56,653.73,653.73,560.34,498.08,435.82,249.04,280.17,280.17,217.91,155.65,62.26,124.52,124.52,155.65,31.13,0,124.52,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,06/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,07/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,08/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.69,591.47,591.47,560.34,560.34,342.43,217.91,280.17,280.17,93.39,186.78,186.78,124.52,155.65,31.13,62.26,62.26,124.52,31.13,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,09/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.69,529.21,280.17,124.52,217.91,217.91,498.08,435.82,435.82,280.17,280.17,249.04,280.17,186.78,155.65,155.65,31.13,31.13,124.52,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,10/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3,591.47,435.82,342.43,249.04,124.52,124.52,155.65,93.39,62.26,31.13,62.26,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,11/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.39,466.95,404.69,280.17,217.91,217.91,186.78,93.39,62.26,93.39,31.13,0,0,31.13,62.26,124.52,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,12/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,342.43,498.08,373.56,155.65,124.52,186.78,93.39,93.39,155.65,93.39,31.13,0,31.13,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,13/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,14/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,15/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.34,560.34,591.47,747.12,715.99,653.73,622.6,560.34,466.95,155.65,93.39,249.04,62.26,186.78,155.65,93.39,62.26,93.39,124.52,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,16/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.78,280.17,280.17,435.82,498.08,280.17,373.56,373.56,155.65,155.65,186.78,155.65,93.39,155.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,17/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,342.43,435.82,622.6,778.25,747.12,560.34,404.69,311.3,93.39,93.39,124.52,124.52,155.65,124.52,311.3,249.04,62.26,0,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,18/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.08,435.82,342.43,342.43,217.91,280.17,373.56,280.17,280.17,186.78,124.52,62.26,217.91,124.52,124.52,93.39,31.13,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,19/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,311.3,280.17,466.95,342.43,404.69,342.43,62.26,155.65,186.78,186.78,124.52,62.26,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,20/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,21/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,22/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.73,622.6,498.08,529.21,591.47,529.21,404.69,280.17,217.91,155.65,62.26,62.26,31.13,93.39,124.52,93.39,62.26,31.13,0,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,23/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.78,560.34,529.21,466.95,404.69,373.56,311.3,249.04,280.17,62.26,31.13,93.39,155.65,124.52,31.13,217.91,93.39,62.26,124.52,0,0,62.26,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,24/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.43,529.21,653.73,560.34,404.69,342.43,280.17,249.04,217.91,155.65,155.65,124.52,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,25/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.39,342.43,342.43,404.69,435.82,498.08,342.43,311.3,280.17,217.91,249.04,217.91,280.17,249.04,124.52,62.26,93.39,93.39,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,26/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,591.47,435.82,342.43,186.78,93.39,93.39,62.26,93.39,155.65,31.13,62.26,31.13,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,27/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,28/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,29/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3,342.43,529.21,560.34,498.08,591.47,435.82,342.43,280.17,155.65,124.52,155.65,93.39,186.78,124.52,62.26,62.26,93.39,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,30/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.78,342.43,186.78,93.39,280.17,373.56,404.69,498.08,435.82,622.6,591.47,311.3,311.3,280.17,217.91,186.78,62.26,155.65,155.65,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,31/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.04,466.95,498.08,404.69,186.78,280.17,280.17,186.78,124.52,31.13,93.39,124.52,93.39,31.13,62.26,155.65,124.52,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,01/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,311.3,249.04,311.3,373.56,280.17,93.39,93.39,93.39,31.13,124.52,93.39,62.26,0,93.39,31.13,62.26,62.26,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,02/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,0,0,311.3,311.3,404.69,217.91,280.17,155.65,31.13,93.39,124.52,62.26,93.39,62.26,155.65,31.13,93.39,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,03/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,04/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,155.65,217.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,05/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.3,840.51,840.51,1058.42,809.38,155.65,0,249.04,871.64,591.47,404.69,311.3,249.04,186.78,249.04,155.65,155.65,124.52,62.26,93.39,93.39,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,06/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,622.6,684.86,311.3,280.17,435.82,466.95,249.04,155.65,217.91,93.39,155.65,124.52,217.91,124.52,186.78,62.26,31.13,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,07/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.56,622.6,560.34,466.95,311.3,311.3,280.17,280.17,124.52,155.65,217.91,186.78,155.65,124.52,217.91,124.52,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,08/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.65,249.04,684.86,529.21,466.95,217.91,249.04,280.17,155.65,186.78,124.52,62.26,62.26,155.65,124.52,124.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,09/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.04,186.78,62.26,124.52,155.65,124.52,62.26,155.65,186.78,0,93.39,124.52,124.52,31.13,93.39,124.52,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,10/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,11/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,12/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,684.86,684.86,684.86,560.34,466.95,747.12,591.47,498.08,498.08,435.82,280.17,342.43,155.65,217.91,186.78,249.04,155.65,31.13,31.13,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,13/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.51,529.21,342.43,280.17,155.65,155.65,124.52,217.91,186.78,124.52,155.65,31.13,0,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,14/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,498.08,342.43,186.78,591.47,342.43,124.52,217.91,217.91,62.26,62.26,217.91,31.13,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,15/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.78,498.08,342.43,155.65,186.78,280.17,186.78,435.82,466.95,217.91,93.39,217.91,155.65,280.17,186.78,62.26,0,124.52,155.65,62.26,93.39,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,16/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.17,466.95,560.34,498.08,498.08,373.56,217.91,124.52,155.65,93.39,155.65,155.65,124.52,0,31.13,155.65,31.13,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,17/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,18/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,19/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.82,404.69,373.56,622.6,778.25,747.12,560.34,404.69,466.95,280.17,311.3,404.69,373.56,249.04,186.78,186.78,62.26,93.39,155.65,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,20/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13,280.17,155.65,124.52,809.38,560.34,249.04,124.52,311.3,249.04,186.78,186.78,31.13,0,31.13,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,21/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.52,186.78,93.39,0,0,0,186.78,373.56,124.52,155.65,186.78,186.78,93.39,62.26,93.39,124.52,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,22/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.04,342.43,342.43,747.12,498.08,186.78,280.17,186.78,217.91,155.65,93.39,62.26,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,23/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,404.69,435.82,217.91,311.3,249.04,62.26,155.65,93.39,62.26,155.65,93.39,31.13,31.13,0,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,24/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,25/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,26/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,27/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.26,186.78,217.91,715.99,715.99,653.73,466.95,186.78,155.65,342.43,249.04,124.52,31.13,186.78,124.52,31.13,62.26,62.26,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,28/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.91,249.04,249.04,466.95,684.86,560.34,435.82,466.95,342.43,280.17,311.3,280.17,155.65,186.78,62.26,0,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,29/08/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.78,280.17,62.26,155.65,186.78,124.52,31.13,31.13,124.52,31.13,31.13,435.82,249.04,124.52,124.52,186.78,62.26,93.39,93.39,124.52,62.26,0,0,0,0,0,0,0,0,0,0
