Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 2,Gas,KWh,Meter 1,02/04/2013,0,31.13,0,31.13,31.13,31.13,31.13,0,31.13,31.13,31.13,31.13,31.13,0,31.13,31.13,280.17,404.69,404.69,342.43,280.17,249.04,217.91,186.78,124.52,93.39,124.52,186.78,93.39,124.52,31.13,31.13,62.26,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,03/04/2013,0,31.13,0,0,62.26,31.13,0,31.13,31.13,31.13,31.13,124.52,591.47,591.47,622.6,498.08,498.08,498.08,622.6,591.47,591.47,373.56,342.43,404.69,280.17,311.3,342.43,311.3,249.04,124.52,124.52,93.39,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,04/04/2013,31.13,0,0,0,62.26,31.13,0,31.13,31.13,31.13,0,31.13,31.13,31.13,0,31.13,435.82,778.25,466.95,342.43,404.69,280.17,311.3,155.65,124.52,186.78,186.78,217.91,62.26,186.78,249.04,155.65,62.26,31.13,62.26,0,0,0,0,0,0,0,0,0,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,05/04/2013,0,0,0,31.13,31.13,31.13,31.13,0,31.13,31.13,31.13,31.13,0,31.13,31.13,31.13,498.08,435.82,124.52,155.65,498.08,404.69,373.56,280.17,124.52,249.04,186.78,186.78,124.52,93.39,124.52,186.78,217.91,124.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,06/04/2013,0,0,31.13,0,0,0,0,0,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13
Building 2,Gas,KWh,Meter 1,07/04/2013,0,0,0,0,0,0,0,0,31.13,0,0,0,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.13
Building 2,Gas,KWh,Meter 1,08/04/2013,0,0,0,0,62.26,0,31.13,31.13,0,31.13,31.13,0,31.13,31.13,124.52,653.73,622.6,560.34,622.6,715.99,778.25,529.21,249.04,342.43,280.17,124.52,186.78,217.91,280.17,249.04,186.78,93.39,62.26,62.26,93.39,93.39,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,09/04/2013,0,0,0,0,62.26,31.13,0,31.13,31.13,0,31.13,31.13,0,31.13,31.13,0,280.17,186.78,342.43,249.04,186.78,280.17,186.78,155.65,124.52,0,62.26,155.65,124.52,186.78,93.39,62.26,31.13,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,10/04/2013,0,0,0,0,62.26,31.13,0,31.13,31.13,31.13,31.13,0,31.13,31.13,31.13,0,31.13,31.13,31.13,560.34,529.21,435.82,280.17,155.65,342.43,342.43,249.04,342.43,217.91,155.65,93.39,62.26,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,11/04/2013,0,0,0,31.13,31.13,31.13,31.13,31.13,31.13,0,31.13,31.13,31.13,0,31.13,31.13,62.26,373.56,560.34,622.6,498.08,373.56,311.3,124.52,124.52,186.78,62.26,93.39,124.52,155.65,155.65,93.39,31.13,62.26,93.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,12/04/2013,0,0,0,31.13,31.13,31.13,0,31.13,31.13,0,31.13,31.13,0,31.13,31.13,0,31.13,31.13,280.17,186.78,62.26,93.39,124.52,62.26,0,560.34,591.47,466.95,311.3,217.91,217.91,155.65,124.52,93.39,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,13/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,14/04/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,15/04/2013,0,0,0,0,62.26,31.13,0,31.13,31.13,0,31.13,31.13,0,31.13,0,217.91,498.08,498.08,435.82,560.34,529.21,373.56,466.95,311.3,155.65,93.39,155.65,155.65,155.65,217.91,124.52,124.52,31.13,31.13,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,16/04/2013,0,0,0,31.13,31.13,31.13,0,31.13,31.13,0,31.13,31.13,0,31.13,0,31.13,31.13,0,217.91,591.47,653.73,466.95,342.43,466.95,466.95,280.17,249.04,186.78,186.78,186.78,62.26,155.65,124.52,124.52,155.65,31.13,31.13,31.13,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,17/04/2013,0,0,0,0,62.26,0,31.13,31.13,0,31.13,0,31.13,0,31.13,31.13,0,31.13,0,311.3,529.21,498.08,404.69,280.17,186.78,124.52,155.65,62.26,155.65,155.65,124.52,62.26,124.52,124.52,62.26,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,18/04/2013,0,0,0,0,62.26,0,31.13,0,31.13,31.13,0,31.13,0,31.13,31.13,0,31.13,31.13,0,155.65,155.65,155.65,280.17,435.82,591.47,373.56,155.65,31.13,0,93.39,0,31.13,124.52,62.26,0,31.13,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,31.13
Building 2,Gas,KWh,Meter 1,19/04/2013,0,31.13,0,31.13,31.13,0,31.13,0,31.13,31.13,0,31.13,0,31.13,31.13,0,31.13,0,249.04,684.86,529.21,342.43,249.04,217.91,217.91,186.78,93.39,186.78,186.78,124.52,155.65,124.52,62.26,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0
Building 2,Gas,KWh,Meter 1,20/04/2013,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13
Building 2,Gas,KWh,Meter 1,21/04/2013,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,31.13
Building 2,Gas,KWh,Meter 1,22/04/2013,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,31.13,622.6,591.47,591.47,591.47,622.6,684.86,684.86,373.56,342.43,280.17,217.91,217.91,124.52,124.52,249.04,280.17,155.65,124.52,62.26,31.13,93.39,31.13,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13
Building 2,Gas,KWh,Meter 1,23/04/2013,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,62.26,311.3,217.91,217.91,186.78,62.26,249.04,280.17,155.65,435.82,466.95,342.43,155.65,124.52,186.78,155.65,93.39,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,24/04/2013,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,311.3,217.91,186.78,311.3,498.08,373.56,435.82,373.56,342.43,311.3,280.17,280.17,155.65,124.52,124.52,93.39,155.65,124.52,31.13,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,25/04/2013,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,186.78,498.08,622.6,311.3,93.39,0,31.13,0,31.13,217.91,373.56,31.13,155.65,155.65,62.26,62.26,62.26,62.26,124.52,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0
Building 2,Gas,KWh,Meter 1,26/04/2013,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,31.13,0,31.13,0,31.13,0,155.65,311.3,653.73,498.08,373.56,342.43,342.43,124.52,124.52,124.52,186.78,124.52,31.13,62.26,124.52,62.26,31.13,62.26,62.26,31.13,31.13,0,0,31.13,0,0,31.13,0,0,31.13
Building 2,Gas,KWh,Meter 1,27/04/2013,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,31.13
Building 2,Gas,KWh,Meter 1,28/04/2013,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13
Building 2,Gas,KWh,Meter 1,29/04/2013,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,62.26,404.69,373.56,62.26,93.39,373.56,560.34,404.69,498.08,435.82,404.69,249.04,280.17,342.43,155.65,93.39,155.65,155.65,155.65,124.52,0,31.13,62.26,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0
Building 2,Gas,KWh,Meter 1,30/04/2013,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,62.26,311.3,280.17,311.3,280.17,591.47,622.6,560.34,560.34,498.08,311.3,217.91,217.91,280.17,311.3,155.65,155.65,124.52,93.39,186.78,155.65,217.91,155.65,155.65,155.65,124.52,62.26,0,0,31.13,0,0,31.13,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,01/05/2013,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,653.73,622.6,404.69,311.3,373.56,124.52,124.52,93.39,62.26,186.78,155.65,93.39,93.39,62.26,93.39,93.39,31.13,93.39,62.26,93.39,93.39,0,0,31.13,0,0,31.13,0,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,02/05/2013,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,249.04,93.39,280.17,498.08,373.56,311.3,217.91,62.26,124.52,186.78,124.52,124.52,93.39,31.13,62.26,31.13,0,62.26,31.13,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,03/05/2013,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,217.91,373.56,466.95,124.52,124.52,186.78,62.26,31.13,155.65,62.26,31.13,0,31.13,31.13,62.26,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,04/05/2013,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13
Building 2,Gas,KWh,Meter 1,05/05/2013,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,06/05/2013,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,07/05/2013,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,62.26,280.17,591.47,684.86,622.6,591.47,591.47,622.6,622.6,715.99,498.08,560.34,435.82,435.82,466.95,373.56,280.17,217.91,93.39,186.78,249.04,0,0,0,31.13,0,0,31.13,0,0,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,08/05/2013,0,31.13,0,0,31.13,0,0,0,31.13,0,0,31.13,0,0,31.13,0,249.04,249.04,435.82,653.73,466.95,373.56,311.3,217.91,217.91,280.17,249.04,155.65,155.65,186.78,93.39,155.65,62.26,62.26,124.52,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,09/05/2013,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13,311.3,186.78,217.91,466.95,373.56,342.43,217.91,124.52,186.78,186.78,186.78,217.91,124.52,93.39,155.65,31.13,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0
Building 2,Gas,KWh,Meter 1,10/05/2013,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,186.78,311.3,591.47,622.6,747.12,684.86,560.34,311.3,186.78,311.3,280.17,186.78,124.52,186.78,186.78,62.26,186.78,186.78,124.52,124.52,249.04,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,11/05/2013,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13
Building 2,Gas,KWh,Meter 1,12/05/2013,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13
Building 2,Gas,KWh,Meter 1,13/05/2013,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,435.82,622.6,529.21,622.6,591.47,498.08,653.73,498.08,435.82,466.95,498.08,435.82,435.82,280.17,186.78,186.78,155.65,124.52,62.26,93.39,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,14/05/2013,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,0,31.13,591.47,653.73,622.6,435.82,186.78,62.26,31.13,342.43,280.17,342.43,186.78,62.26,124.52,186.78,186.78,124.52,31.13,93.39,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0
Building 2,Gas,KWh,Meter 1,15/05/2013,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,280.17,186.78,93.39,124.52,404.69,311.3,311.3,373.56,342.43,342.43,155.65,93.39,155.65,31.13,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13
Building 2,Gas,KWh,Meter 1,16/05/2013,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,249.04,747.12,186.78,217.91,529.21,342.43,280.17,249.04,280.17,124.52,217.91,249.04,155.65,186.78,124.52,124.52,217.91,62.26,62.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,17/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.65,560.34,622.6,404.69,342.43,217.91,186.78,31.13,93.39,0,31.13,93.39,155.65,93.39,93.39,124.52,62.26,0,62.26,124.52,31.13,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,18/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,19/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,20/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,186.78,404.69,591.47,560.34,715.99,809.38,560.34,498.08,404.69,217.91,155.65,280.17,186.78,186.78,280.17,93.39,93.39,93.39,155.65,93.39,62.26,0,0,62.26,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,21/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.95,529.21,529.21,529.21,560.34,435.82,373.56,280.17,186.78,124.52,62.26,217.91,342.43,217.91,124.52,62.26,155.65,0,31.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,22/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.65,466.95,715.99,684.86,498.08,280.17,124.52,31.13,93.39,62.26,62.26,93.39,31.13,93.39,124.52,93.39,62.26,62.26,124.52,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,23/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.69,778.25,622.6,404.69,311.3,373.56,311.3,155.65,155.65,124.52,155.65,93.39,93.39,62.26,93.39,62.26,31.13,62.26,0,0,0,0,0,0,0,0,0,0,0,0
Building 2,Gas,KWh,Meter 1,24/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.39,280.17,529.21,591.47,529.21,373.56,217.91,249.04,311.3,62.26,0,124.52,93.39,93.39,62.26,31.13,62.26,124.52,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0
Building 2,Gas,KWh,Meter 1,25/05/2013,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13
Building 2,Gas,KWh,Meter 1,26/05/2013,0,31.13,0,0,31.13,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0
Building 2,Gas,KWh,Meter 1,27/05/2013,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0,0,31.13,0,31.13,0
