Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 5,Gas,KWh,Meter 1,11/05/2013,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,4.4,3.3,5.5,4.4,4.4,4.4,4.4,4.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.6,5.5,5.5,5.5,5.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,4.4,4.4,3.3
Building 5,Gas,KWh,Meter 1,12/05/2013,4.4,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,4.4,4.4,4.4,5.5,4.4,5.5,4.4,6.6,5.5,5.5,6.6,5.5,5.5,4.4,4.4,4.4,3.3,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,13/05/2013,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,4.4,3.3,4.4,3.3,3.3,3.3,4.4,3.3,3.3,4.4,3.3,3.3,3.3,4.4,3.3,3.3,8.8,9.9,6.6,7.7,6.6,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,14/05/2013,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,24.2,47.3,25.3,7.7,5.5,7.7,5.5,7.7,6.6,5.5,4.4,5.5,4.4,5.5,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,4.4,3.3,35.2,40.7,11,3.3,4.4,4.4,4.4,4.4
Building 5,Gas,KWh,Meter 1,15/05/2013,30.8,41.8,29.7,4.4,3.3,4.4,4.4,27.5,41.8,33,4.4,4.4,4.4,17.6,42.9,56.1,18.7,12.1,13.2,11,7.7,12.1,12.1,11,12.1,6.6,6.6,5.5,5.5,6.6,5.5,5.5,5.5,5.5,4.4,4.4,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,16/05/2013,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,6.6,6.6,40.7,37.4,4.4,7.7,4.4,7.7,9.9,6.6,4.4,4.4,5.5,4.4,4.4,5.5,4.4,4.4,4.4,4.4,3.3,4.4,4.4,3.3,3.3,4.4,3.3,4.4,3.3,3.3,3.3,4.4,3.3
Building 5,Gas,KWh,Meter 1,17/05/2013,3.3,3.3,3.3,4.4,3.3,3.3,3.3,3.3,4.4,3.3,3.3,3.3,4.4,3.3,3.3,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,18/05/2013,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,4.4,3.3,4.4,3.3,4.4,4.4,4.4,4.4,5.5,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,5.5,4.4,5.5,4.4,3.3,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4
Building 5,Gas,KWh,Meter 1,19/05/2013,3.3,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,5.5,4.4,5.5,4.4,4.4,5.5,4.4,4.4,5.5,4.4,3.3,4.4,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,20/05/2013,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,21/05/2013,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,3.3,3.3,5.5,5.5,4.4,3.3,4.4,4.4,13.2,8.8,8.8,9.9,4.4,5.5,4.4,5.5,4.4,4.4,4.4,4.4,4.4,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,22/05/2013,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,5.5,4.4,3.3,4.4,4.4,4.4,3.3,4.4,4.4,5.5,4.4,4.4,5.5,4.4,4.4,4.4,4.4,5.5,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,23/05/2013,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,5.5,5.5,4.4,4.4,7.7,4.4,6.6,5.5,9.9,9.9,5.5,5.5,5.5,5.5,4.4,5.5,5.5,5.5,4.4,4.4,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3,4.4,3.3,4.4,4.4,3.3
Building 5,Gas,KWh,Meter 1,24/05/2013,4.4,4.4,3.3,4.4,4.4,4.4,3.3,4.4,4.4,4.4,3.3,4.4,4.4,4.4,3.3,20.9,40.7,36.3,5.5,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,5.5,4.4,5.5,4.4,5.5,4.4,5.5,3.3,4.4,3.3,3.3,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,26/05/2013,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,4.4,3.3,3.3,3.3,4.4,4.4,4.4,4.4,4.4,5.5,5.5,5.5,4.4,5.5,5.5,4.4,5.5,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,27/05/2013,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,5.5,8.8,8.8,4.4,4.4,4.4,4.4,5.5,5.5,5.5,5.5,6.6,6.6,6.6,6.6,5.5,5.5,5.5,5.5,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,4.4,3.3,3.3
Building 5,Gas,KWh,Meter 1,28/05/2013,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.4,3.3,4.4,4.4,4.4,4.4,4.4,5.5,5.5,4.4,5.5,5.5,6.6,5.5,6.6,5.5,6.6,5.5,5.5,6.6,5.5,5.5,5.5,5.5,6.6,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Building 5,Gas,KWh,Meter 1,29/05/2013,6.6,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.6,5.5,5.5,5.5,5.5,6.6,5.5,5.5,5.5,4.4,5.5,4.4,5.5,4.4,4.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.4,5.5,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,30/05/2013,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,4.4,9.9,7.7,5.5,6.6,7.7,9.9,5.5,4.4,5.5,5.5,4.4,5.5,5.5,4.4,5.5,5.5,4.4,5.5,4.4,4.4,4.4,3.3,3.3,4.4,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,31/05/2013,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,4.4,3.3,3.3,4.4,3.3,4.4,4.4,4.4,4.4,5.5,4.4,4.4,4.4,4.4,4.4,3.3,5.5,4.4,5.5,4.4,5.5,5.5,4.4,5.5,5.5,4.4,5.5,5.5,5.5
Building 5,Gas,KWh,Meter 1,01/06/2013,4.4,5.5,5.5,5.5,5.5,5.5,4.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.4,5.5,5.5,6.6,4.4,5.5,5.5,4.4,4.4,13.2,7.7,6.6,6.6,6.6,6.6,6.6,7.7,6.6,6.6,6.6,5.5,5.5,5.5,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,02/06/2013,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,4.4,3.3,4.4,4.4,4.4,3.3,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,4.4,5.5,5.5,4.4,5.5,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,03/06/2013,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,3.3,3.3,4.4,3.3,3.3,4.4,3.3,3.3,4.4,3.3,3.3,3.3,4.4,3.3,3.3,4.4
Building 5,Gas,KWh,Meter 1,04/06/2013,3.3,4.4,3.3,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,4.4,3.3,4.4,3.3,4.4,4.4,4.4,264,273.9,158.4,155.1,150.7,144.1,129.8,60.5,37.4,24.2,31.9,26.4,33,39.6,4.4,38.5,19.8,7.7,28.6,15.4,12.1,24.2,20.9,8.8,19.8,25.3,24.2,26.4,19.8,16.5
Building 5,Gas,KWh,Meter 1,05/06/2013,61.6,3.3,58.3,63.8,42.9,40.7,42.9,48.4,49.5,48.4,40.7,41.8,51.7,49.5,47.3,42.9,69.3,40.7,45.1,39.6,42.9,39.6,40.7,41.8,40.7,41.8,40.7,41.8,30.8,16.5,20.9,37.4,38.5,5.5,34.1,23.1,7.7,28.6,4.4,27.5,13.2,16.5,24.2,20.9,8.8,25.3,22,27.5
Building 5,Gas,KWh,Meter 1,06/06/2013,37.4,38.5,4.4,93.5,37.4,40.7,57.2,38.5,47.3,57.2,40.7,74.8,29.7,41.8,52.8,45.1,63.8,42.9,68.2,46.2,52.8,57.2,46.2,55,52.8,68.2,40.7,30.8,47.3,28.6,31.9,39.6,34.1,33,13.2,26.4,5.5,27.5,20.9,8.8,29.7,30.8,4.4,30.8,17.6,17.6,28.6,3.3
Building 5,Gas,KWh,Meter 1,07/06/2013,37.4,25.3,25.3,75.9,52.8,28.6,47.3,38.5,29.7,46.2,41.8,42.9,41.8,46.2,40.7,44,41.8,70.4,25.3,47.3,38.5,40.7,36.3,29.7,40.7,39.6,33,31.9,17.6,13.2,36.3,35.2,33,34.1,8.8,33,24.2,3.3,24.2,18.7,6.6,22,24.2,12.1,14.3,19.8,20.9,24.2
Building 5,Gas,KWh,Meter 1,08/06/2013,29.7,27.5,35.2,78.1,34.1,46.2,39.6,56.1,38.5,42.9,44,35.2,41.8,64.9,46.2,50.6,44,47.3,41.8,47.3,42.9,49.5,44,49.5,38.5,44,39.6,46.2,41.8,29.7,24.2,25.3,37.4,15.4,26.4,35.2,20.9,8.8,29.7,3.3,13.2,18.7,25.3,4.4,22,20.9,23.1,26.4
Building 5,Gas,KWh,Meter 1,09/06/2013,33,33,12.1,103.4,45.1,26.4,47.3,59.4,33,47.3,40.7,29.7,47.3,41.8,71.5,42.9,29.7,48.4,40.7,47.3,47.3,37.4,56.1,27.5,49.5,28.6,50.6,23.1,51.7,35.2,38.5,45.1,7.7,27.5,34.1,27.5,20.9,14.3,19.8,4.4,30.8,3.3,26.4,4.4,24.2,4.4,3.3,39.6
Building 5,Gas,KWh,Meter 1,10/06/2013,56.1,3.3,34.1,82.5,64.9,40.7,35.2,33,61.6,33,62.7,34.1,61.6,33,58.3,31.9,53.9,35.2,50.6,36.3,41.8,36.3,34.1,41.8,23.1,26.4,31.9,31.9,27.5,3.3,27.5,33,3.3,33,35.2,5.5,24.2,26.4,25.3,24.2,22,7.7,24.2,27.5,26.4,27.5,34.1,5.5
Building 5,Gas,KWh,Meter 1,11/06/2013,36.3,52.8,17.6,85.8,36.3,47.3,44,44,47.3,39.6,58.3,40.7,55,39.6,53.9,39.6,51.7,40.7,16.5,58.3,37.4,57.2,46.2,53.9,30.8,37.4,29.7,28.6,13.2,22,31.9,29.7,30.8,4.4,30.8,29.7,20.9,16.5,25.3,12.1,31.9,27.5,25.3,29.7,20.9,26.4,14.3,14.3
Building 5,Gas,KWh,Meter 1,12/06/2013,58.3,5.5,34.1,52.8,59.4,50.6,49.5,31.9,31.9,26.4,46.2,34.1,30.8,58.3,24.2,63.8,34.1,26.4,50.6,29.7,4.4,27.5,27.5,20.9,11,30.8,29.7,13.2,24.2,31.9,31.9,35.2,25.3,15.4,34.1,36.3,22,26.4,38.5,24.2,38.5,35.2,30.8,18.7,30.8,33,28.6,20.9
Building 5,Gas,KWh,Meter 1,13/06/2013,28.6,35.2,33,51.7,59.4,35.2,51.7,28.6,52.8,24.2,56.1,36.3,52.8,30.8,56.1,42.9,45.1,51.7,48.4,56.1,36.3,45.1,35.2,50.6,48.4,36.3,38.5,42.9,42.9,29.7,46.2,49.5,36.3,39.6,40.7,2.2,28.6,3.3,22,20.9,20.9,22,29.7,25.3,25.3,20.9,22,26.4
Building 5,Gas,KWh,Meter 1,14/06/2013,33,30.8,31.9,26.4,101.2,27.5,56.1,29.7,55,37.4,56.1,42.9,50.6,41.8,45.1,44,40.7,44,40.7,35.2,39.6,36.3,16.5,28.6,28.6,11,19.8,29.7,35.2,34.1,6.6,35.2,27.5,35.2,25.3,38.5,24.2,27.5,13.2,15.4,26.4,25.3,27.5,27.5,28.6,31.9,22,25.3
Building 5,Gas,KWh,Meter 1,15/06/2013,37.4,36.3,50.6,18.7,84.7,37.4,56.1,49.5,38.5,55,39.6,70.4,45.1,45.1,49.5,48.4,45.1,45.1,40.7,45.1,31.9,31.9,34.1,33,40.7,35.2,55,29.7,49.5,26.4,44,33,35.2,42.9,33,3.3,27.5,17.6,20.9,12.1,30.8,9.9,35.2,22,19.8,22,27.5,27.5
Building 5,Gas,KWh,Meter 1,16/06/2013,39.6,36.3,23.1,15.4,92.4,37.4,51.7,29.7,51.7,36.3,53.9,53.9,49.5,36.3,53.9,34.1,59.4,31.9,57.2,29.7,52.8,26.4,51.7,29.7,49.5,42.9,39.6,48.4,33,47.3,28.6,49.5,26.4,67.1,23.1,27.5,28.6,22,22,25.3,3.3,24.2,20.9,20.9,22,19.8,4.4,44
Building 5,Gas,KWh,Meter 1,17/06/2013,39.6,30.8,29.7,31.9,59.4,42.9,46.2,42.9,44,47.3,37.4,39.6,52.8,48.4,56.1,42.9,47.3,37.4,46.2,37.4,42.9,24.2,31.9,44,24.2,39.6,23.1,18.7,22,16.5,11,30.8,18.7,7.7,31.9,24.2,2.2,20.9,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,2.2,3.3
Building 5,Gas,KWh,Meter 1,18/06/2013,116.6,28.6,31.9,29.7,52.8,64.9,40.7,34.1,30.8,41.8,52.8,34.1,52.8,56.1,36.3,44,36.3,41.8,3.3,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,19/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,21/06/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,22/06/2013,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,11,0,11,0,11,0,11,0,11,11,11,11,11,11,11,11,11,22,11,11,11,0,11,0,11,0,11,0,11
Building 5,Gas,KWh,Meter 1,23/06/2013,0,11,0,0,11,0,11,0,11,0,0,11,0,0,0,11,0,11,0,11,0,11,0,0,11,0,11,11,0,11,0,11,0,11,0,11,0,11,0,11,0,0,11,0,0,11,0,0
Building 5,Gas,KWh,Meter 1,24/06/2013,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,25/06/2013,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,30.8,26.4,13.2,11,14.3,15.4,13.2,6.6,4.4,3.3,3.3,3.3,0,3.3,3.3,3.3,0,5.5,1.1,0,0,1.1,0,1.1,0,1.1,0,9.9,4.4,1.1
Building 5,Gas,KWh,Meter 1,26/06/2013,4.4,2.2,4.4,8.8,4.4,5.5,3.3,5.5,4.4,4.4,5.5,4.4,5.5,3.3,6.6,2.2,6.6,3.3,5.5,5.5,3.3,1.1,3.3,2.2,0,5.5,3.3,2.2,1.1,3.3,2.2,2.2,3.3,1.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.1,2.2,0,1.1
Building 5,Gas,KWh,Meter 1,27/06/2013,4.4,2.2,3.3,5.5,3.3,3.3,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.4,4.4,3.3,3.3,3.3,2.2,0,1.1,1.1,0,7.7,1.1,3.3,2.2,2.2,3.3,3.3,3.3,6.6,4.4,3.3,2.2,1.1,3.3,4.4,2.2,3.3,1.1,4.4,2.2,2.2,2.2
Building 5,Gas,KWh,Meter 1,28/06/2013,3.3,3.3,5.5,7.7,3.3,4.4,4.4,3.3,3.3,4.4,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,2.2,3.3,3.3,3.3,2.2,3.3,1.1,2.2,3.3,2.2,2.2,2.2,2.2,3.3,2.2,4.4,3.3,2.2,2.2,3.3,3.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2
Building 5,Gas,KWh,Meter 1,29/06/2013,2.2,3.3,5.5,4.4,3.3,3.3,3.3,4.4,3.3,3.3,3.3,5.5,2.2,3.3,3.3,3.3,3.3,3.3,3.3,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,13.2,2.2,2.2,3.3,1.1,3.3,2.2,2.2,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,30/06/2013,2.2,3.3,4.4,3.3,2.2,3.3,6.6,5.5,3.3,4.4,5.5,3.3,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,2.2,2.2,2.2,2.2,2.2,2.2,3.3,2.2,2.2,2.2,3.3,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,11,1.1
Building 5,Gas,KWh,Meter 1,01/07/2013,2.2,3.3,5.5,6.6,3.3,4.4,4.4,5.5,4.4,3.3,3.3,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,02/07/2013,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,03/07/2013,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,04/07/2013,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,1.1,0,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,1.1,0,0,1.1,0,0,1.1,0,0,0
Building 5,Gas,KWh,Meter 1,05/07/2013,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,0,1.1,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,06/07/2013,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,1.1,0,1.1,0,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,0,0,0,0
Building 5,Gas,KWh,Meter 1,07/07/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,08/07/2013,0,1.1,0,0,0,1.1,0,0,0,0,1.1,0,0,0,1.1,0,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,09/07/2013,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,1.1,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,10/07/2013,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,11/07/2013,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,0,2.2,0,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,12/07/2013,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,1.1,1.1,2.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,13/07/2013,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,1.1,0,1.1,1.1,2.2,2.2,2.2,1.1,1.1,1.1,0,1.1,0,1.1,0
Building 5,Gas,KWh,Meter 1,14/07/2013,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,15/07/2013,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,16/07/2013,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,17/07/2013,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,18/07/2013,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1,0
Building 5,Gas,KWh,Meter 1,19/07/2013,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,1.1,1.1,0,1.1,0,1.1,1.1,1.1,0,1.1,1.1,0,1.1,1.1,0,1.1,0,1.1,0,1.1,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,20/07/2013,0,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,1.1,1.1,1.1,1.1,0,1.1,0,0,1.1,0,1.1,0,0
Building 5,Gas,KWh,Meter 1,21/07/2013,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1
Building 5,Gas,KWh,Meter 1,22/07/2013,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,0,1.1,0,0,1.1
Building 5,Gas,KWh,Meter 1,23/07/2013,0,0,0,1.1,0,0,1.1,0,0,0,1.1,0,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,1.1,0,1.1,0,0,0,1.1,0,0,0
