Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 5,Gas,KWh,Meter 1,22/03/2013,38.5,38.5,7.7,3.3,14.3,38.5,39.6,7.7,2.2,15.4,37.4,38.5,3.3,3.3,18.7,38.5,29.7,3.3,4.4,20.9,40.7,19.8,4.4,4.4,4.4,3.3,36.3,31.9,4.4,4.4,4.4,4.4,4.4,4.4,4.4,13.2,40.7,23.1,2.2,3.3,3.3,3.3,35.2,38.5,6.6,2.2,3.3,20.9
Building 5,Gas,KWh,Meter 1,23/03/2013,39.6,27.5,3.3,3.3,15.4,38.5,28.6,3.3,3.3,22,38.5,28.6,2.2,3.3,29.7,39.6,17.6,4.4,12.1,38.5,39.6,9.9,4.4,18.7,41.8,26.4,6.6,5.5,6.6,12.1,42.9,34.1,6.6,6.6,36.3,41.8,23.1,4.4,4.4,36.3,39.6,30.8,3.3,4.4,37.4,38.5,36.3,3.3
Building 5,Gas,KWh,Meter 1,24/03/2013,3.3,38.5,38.5,38.5,8.8,2.2,35.2,38.5,36.3,34.1,2.2,12.1,39.6,39.6,39.6,6.6,7.7,39.6,38.5,37.4,37.4,9.9,4.4,36.3,40.7,41.8,9.9,7.7,41.8,41.8,42.9,23.1,6.6,26.4,41.8,40.7,30.8,3.3,19.8,39.6,39.6,38.5,11,4.4,38.5,36.3,37.4,37.4
Building 5,Gas,KWh,Meter 1,25/03/2013,12.1,3.3,37.4,37.4,37.4,37.4,29.7,3.3,18.7,38.5,37.4,38.5,13.2,4.4,38.5,38.5,38.5,37.4,7.7,19.8,44,41.8,45.1,19.8,6.6,37.4,39.6,39.6,5.5,5.5,40.7,41.8,28.6,6.6,13.2,42.9,41.8,11,4.4,19.8,39.6,39.6,15.4,3.3,25.3,38.5,37.4,25.3
Building 5,Gas,KWh,Meter 1,26/03/2013,3.3,19.8,38.5,37.4,38.5,37.4,3.3,11,38.5,38.5,37.4,38.5,16.5,4.4,39.6,38.5,40.7,40.7,39.6,12.1,4.4,35.2,48.4,12.1,8.8,9.9,18.7,41.8,26.4,6.6,7.7,6.6,6.6,78.1,6.6,5.5,27.5,39.6,22,4.4,4.4,39.6,39.6,14.3,3.3,22,38.5,39.6
Building 5,Gas,KWh,Meter 1,27/03/2013,14.3,3.3,27.5,38.5,38.5,20.9,3.3,27.5,37.4,38.5,37.4,12.1,3.3,75.9,9.9,7.7,39.6,38.5,15.4,4.4,28.6,40.7,12.1,5.5,5.5,6.6,5.5,6.6,6.6,6.6,5.5,6.6,6.6,5.5,5.5,4.4,4.4,4.4,3.3,16.5,38.5,42.9,3.3,3.3,28.6,37.4,38.5,7.7
Building 5,Gas,KWh,Meter 1,28/03/2013,3.3,68.2,15.4,3.3,35.2,38.5,50.6,2.2,28.6,52.8,3.3,33,67.1,2.2,55,26.4,28.6,44,4.4,62.7,4.4,4.4,38.5,22,5.5,5.5,5.5,5.5,5.5,5.5,6.6,5.5,6.6,5.5,4.4,4.4,3.3,4.4,3.3,3.3,4.4,3.3,3.3,3.3,72.6,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,29/03/2013,68.2,3.3,3.3,47.3,23.1,3.3,19.8,38.5,38.5,16.5,2.2,62.7,12.1,9.9,39.6,38.5,26.4,4.4,27.5,39.6,36.3,4.4,4.4,23.1,40.7,6.6,5.5,6.6,6.6,6.6,6.6,6.6,7.7,24.2,55,5.5,4.4,4.4,3.3,4.4,6.6,39.6,38.5,12.1,2.2,3.3,34.1,38.5
Building 5,Gas,KWh,Meter 1,30/03/2013,38.5,2.2,3.3,29.7,38.5,38.5,24.2,2.2,46.2,31.9,9.9,68.2,2.2,25.3,39.6,38.5,38.5,39.6,15.4,9.9,63.8,4.4,5.5,33,33,5.5,6.6,7.7,6.6,7.7,7.7,7.7,6.6,6.6,5.5,6.6,5.5,4.4,4.4,4.4,37.4,39.6,7.7,3.3,4.4,3.3,36.3,38.5
Building 5,Gas,KWh,Meter 1,31/03/2013,20.9,3.3,0,0,3.3,67.1,2.2,6.6,38.5,37.4,38.5,24.2,3.3,23.1,39.6,39.6,36.3,3.3,15.4,39.6,33,4.4,4.4,4.4,5.5,4.4,6.6,5.5,6.6,6.6,6.6,7.7,7.7,8.8,7.7,5.5,6.6,4.4,4.4,4.4,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,01/04/2013,3.3,2.2,3.3,3.3,2.2,3.3,2.2,6.6,69.3,2.2,3.3,29.7,37.4,38.5,38.5,8.8,3.3,38.5,39.6,39.6,28.6,3.3,31.9,51.7,4.4,15.4,40.7,41.8,8.8,6.6,26.4,42.9,28.6,7.7,6.6,38.5,40.7,9.9,5.5,4.4,37.4,40.7,6.6,4.4,6.6,70.4,4.4,4.4
Building 5,Gas,KWh,Meter 1,02/04/2013,29.7,40.7,39.6,22,4.4,42.9,38.5,3.3,35.2,39.6,38.5,38.5,38.5,39.6,40.7,33,4.4,29.7,40.7,39.6,24.2,4.4,31.9,25.3,5.5,5.5,6.6,5.5,6.6,5.5,6.6,6.6,5.5,6.6,5.5,4.4,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,03/04/2013,3.3,2.2,3.3,2.2,3.3,2.2,3.3,4.4,63.8,18.7,2.2,55,28.6,3.3,37.4,39.6,39.6,39.6,39.6,33,4.4,16.5,40.7,26.4,6.6,6.6,6.6,7.7,6.6,7.7,6.6,7.7,6.6,6.6,6.6,5.5,4.4,5.5,4.4,4.4,4.4,5.5,4.4,4.4,4.4,4.4,3.3,4.4
Building 5,Gas,KWh,Meter 1,04/04/2013,3.3,3.3,3.3,53.9,41.8,3.3,3.3,36.3,38.5,37.4,38.5,39.6,39.6,40.7,40.7,38.5,5.5,17.6,41.8,45.1,46.2,46.2,45.1,6.6,7.7,38.5,42.9,23.1,6.6,6.6,6.6,44,44,6.6,5.5,5.5,4.4,3.3,4.4,3.3,58.3,41.8,3.3,64.9,19.8,78.1,15.4,134.2
Building 5,Gas,KWh,Meter 1,05/04/2013,40.7,117.7,110,3.3,86.9,106.7,121,58.3,111.1,104.5,88,113.3,39.6,134.2,129.8,123.2,19.8,107.8,178.2,12.1,11,29.7,49.5,34.1,13.2,13.2,8.8,7.7,7.7,6.6,7.7,6.6,6.6,6.6,6.6,4.4,4.4,4.4,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,06/04/2013,3.3,3.3,25.3,38.5,38.5,34.1,2.2,3.3,25.3,38.5,38.5,38.5,39.6,7.7,8.8,77,3.3,15.4,40.7,39.6,22,4.4,4.4,4.4,5.5,4.4,5.5,6.6,5.5,13.2,15.4,12.1,12.1,11,11,9.9,12.1,16.5,16.5,16.5,9.9,7.7,5.5,6.6,7.7,6.6,6.6,5.5
Building 5,Gas,KWh,Meter 1,07/04/2013,6.6,6.6,6.6,6.6,5.5,6.6,6.6,6.6,6.6,6.6,6.6,64.9,31.9,6.6,6.6,81.4,12.1,7.7,63.8,27.5,6.6,5.5,34.1,41.8,7.7,5.5,5.5,6.6,6.6,5.5,6.6,5.5,6.6,5.5,6.6,5.5,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,08/04/2013,3.3,3.3,37.4,39.6,33,3.3,3.3,3.3,36.3,39.6,39.6,13.2,3.3,3.3,38.5,39.6,39.6,14.3,3.3,9.9,39.6,40.7,9.9,3.3,3.3,4.4,29.7,40.7,4.4,4.4,3.3,4.4,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,4.4
Building 5,Gas,KWh,Meter 1,09/04/2013,4.4,15.4,41.8,41.8,17.6,4.4,4.4,11,40.7,40.7,36.3,4.4,4.4,20.9,41.8,41.8,37.4,5.5,4.4,57.2,38.5,4.4,5.5,40.7,37.4,5.5,4.4,5.5,4.4,5.5,5.5,5.5,5.5,4.4,5.5,4.4,18.7,61.6,3.3,3.3,83.6,3.3,64.9,2.2,74.8,3.3,80.3,3.3
Building 5,Gas,KWh,Meter 1,10/04/2013,90.2,115.5,19.8,90.2,3.3,3.3,88,15.4,119.9,126.5,64.9,14.3,95.7,95.7,62.7,107.8,91.3,4.4,104.5,141.9,52.8,88,3.3,77,72.6,18.7,91.3,4.4,114.4,14.3,99,29.7,89.1,4.4,74.8,4.4,105.6,39.6,39.6,39.6,33,64.9,38.5,42.9,37.4,60.5,90.2,46.2
Building 5,Gas,KWh,Meter 1,11/04/2013,75.9,49.5,71.5,60.5,58.3,62.7,63.8,80.3,106.7,111.1,74.8,68.2,69.3,74.8,77,140.8,57.2,90.2,59.4,84.7,23.1,41.8,30.8,4.4,4.4,5.5,4.4,5.5,5.5,5.5,4.4,5.5,5.5,121,143,45.1,27.5,33,29.7,30.8,36.3,28.6,35.2,22,38.5,35.2,88,51.7
Building 5,Gas,KWh,Meter 1,12/04/2013,53.9,46.2,51.7,48.4,62.7,48.4,71.5,52.8,64.9,81.4,45.1,92.4,84.7,99,52.8,72.6,58.3,63.8,66,61.6,103.4,68.2,66,48.4,66,45.1,57.2,45.1,72.6,47.3,67.1,44,60.5,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,4.4,3.3,4.4
Building 5,Gas,KWh,Meter 1,13/04/2013,3.3,4.4,3.3,4.4,3.3,3.3,4.4,33,40.7,14.3,4.4,3.3,4.4,34.1,41.8,13.2,4.4,3.3,13.2,40.7,25.3,3.3,4.4,4.4,5.5,4.4,6.6,5.5,5.5,6.6,6.6,6.6,5.5,6.6,5.5,6.6,4.4,5.5,4.4,4.4,3.3,4.4,4.4,4.4,4.4,3.3,4.4,4.4
Building 5,Gas,KWh,Meter 1,14/04/2013,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,4.4,4.4,3.3,4.4,3.3,4.4,4.4,4.4,5.5,5.5,4.4,6.6,5.5,5.5,6.6,5.5,5.5,5.5,5.5,5.5,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,15/04/2013,2.2,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,5.5,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,16/04/2013,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,11,7.7,3.3,4.4,4.4,4.4,3.3,4.4,4.4,5.5,4.4,4.4,4.4,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,17/04/2013,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,9.9,15.4,15.4,13.2,14.3,14.3,12.1,11,11,11,11,11,11,11,11,11,11,12.1,13.2,13.2,13.2,13.2,14.3,6.6,4.4,4.4,4.4,5.5,4.4,3.3,4.4,3.3
Building 5,Gas,KWh,Meter 1,18/04/2013,2.2,3.3,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,6.6,5.5,4.4,3.3,5.5,4.4,5.5,5.5,6.6,5.5,8.8,8.8,6.6,5.5,6.6,7.7,6.6,6.6,6.6,6.6,9.9,9.9,6.6,4.4,4.4,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,19/04/2013,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,3.3,2.2,3.3,5.5,7.7,9.9,8.8,11,8.8,7.7,4.4,5.5,4.4,4.4,5.5,4.4,5.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,20/04/2013,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,6.6,11,13.2,14.3,11,9.9,14.3,18.7,13.2,9.9,13.2,15.4,13.2,11,16.5,11,9.9,22,16.5,17.6,15.4,8.8,9.9,8.8,8.8,9.9,8.8,8.8,5.5,5.5,4.4,5.5
Building 5,Gas,KWh,Meter 1,21/04/2013,4.4,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,4.4,5.5,3.3,4.4,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,22/04/2013,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,23/04/2013,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,7.7,33,4.4,27.5,46.2,4.4,27.5,34.1,26.4,37.4,23.1,25.3,44,25.3,20.9,55,13.2,27.5,26.4,19.8,13.2,25.3,15.4,19.8,29.7,27.5,29.7,15.4,92.4,59.4
Building 5,Gas,KWh,Meter 1,24/04/2013,51.7,36.3,55,36.3,30.8,56.1,40.7,53.9,42.9,50.6,62.7,51.7,48.4,31.9,53.9,37.4,61.6,40.7,48.4,41.8,49.5,40.7,36.3,38.5,44,40.7,48.4,31.9,38.5,4.4,5.5,4.4,4.4,4.4,3.3,3.3,3.3,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,25/04/2013,2.2,3.3,2.2,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,6.6,18.7,12.1,12.1,12.1,9.9,12.1,9.9,8.8,9.9,8.8,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,4.4,4.4,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4
Building 5,Gas,KWh,Meter 1,26/04/2013,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.6,6.6,4.4,5.5,5.5,5.5,4.4,4.4,4.4,3.3,4.4,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,27/04/2013,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,4.4,7.7,5.5,3.3,4.4,7.7,17.6,42.9,16.5,7.7,5.5,6.6,5.5,6.6,6.6,6.6,6.6,6.6,6.6,6.6,5.5,5.5,3.3,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,28/04/2013,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,29.7,39.6,17.6,3.3,3.3,4.4,22,39.6,26.4,6.6,7.7,7.7,11,7.7,7.7,11,6.6,7.7,6.6,6.6,6.6,7.7,5.5,5.5,4.4,4.4,4.4,3.3,4.4,3.3,3.3,4.4,3.3,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,29/04/2013,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,22,40.7,31.9,3.3,2.2,4.4,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2
Building 5,Gas,KWh,Meter 1,30/04/2013,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,4.4,16.5,40.7,35.2,4.4,4.4,4.4,4.4,4.4,4.4,5.5,5.5,4.4,5.5,5.5,5.5,4.4,4.4,4.4,4.4,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,01/05/2013,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,5.5,5.5,4.4,5.5,5.5,5.5,5.5,4.4,4.4,4.4,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,02/05/2013,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,12.1,13.2,11,9.9,11,9.9,11,11,14.3,11,5.5,5.5,6.6,6.6,5.5,5.5,4.4,5.5,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,03/05/2013,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,2.2,4.4,5.5,4.4,3.3,4.4,5.5,8.8,8.8,9.9,5.5,4.4,5.5,4.4,5.5,4.4,4.4,5.5,4.4,4.4,4.4,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,04/05/2013,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,3.3,4.4,4.4,3.3,4.4,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,6.6,5.5,5.5,6.6,5.5,5.5,4.4,3.3,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Building 5,Gas,KWh,Meter 1,05/05/2013,3.3,2.2,3.3,3.3,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,4.4,3.3,3.3,3.3,4.4,3.3,4.4,4.4,4.4,5.5,4.4,5.5,6.6,5.5,6.6,5.5,5.5,5.5,5.5,4.4,3.3,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,06/05/2013,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,3.3,4.4,3.3,3.3,3.3,3.3,4.4,4.4,4.4,4.4,5.5,4.4,5.5,5.5,5.5,5.5,5.5,4.4,4.4,4.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.2,3.3,3.3
Building 5,Gas,KWh,Meter 1,07/05/2013,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,3.3,4.4,3.3,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,3.3,2.2,3.3,3.3,2.2,3.3,2.2,2.2,3.3,2.2,3.3,3.3,2.2,3.3
Building 5,Gas,KWh,Meter 1,08/05/2013,2.2,3.3,2.2,3.3,3.3,2.2,3.3,2.2,3.3,2.2,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,3.3,3.3,4.4,3.3,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.3,3.3,3.3,3.3,2.2,3.3,3.3,3.3,3.3,2.2,3.3,3.3,2.2
Building 5,Gas,KWh,Meter 1,09/05/2013,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3,3.3,4.4,3.3,4.4,3.3,3.3,4.4,3.3,4.4,4.4,3.3,4.4,4.4,4.4,5.5,4.4,4.4,5.5,4.4,3.3,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,3.3
Building 5,Gas,KWh,Meter 1,10/05/2013,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.3,4.4,4.4,3.3,4.4,3.3,4.4,3.3,4.4,4.4,3.3,4.4
