Building,Utility,Unit,Meter no.,Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
Building 3,Gas,KWh,Meter 1,06/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,07/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,08/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,09/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,10/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,11/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,12/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,13/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,14/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,15/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,16/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,17/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,18/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,19/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,20/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,21/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,22/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,23/09/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,88,11,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,24/09/2013,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,25/09/2013,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,26/09/2013,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,27/09/2013,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,28/09/2013,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,29/09/2013,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,30/09/2013,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,01/10/2013,0,0,0,0,0,0,0,11,0,0,0,0,0,209,242,99,33,44,22,33,33,11,22,44,22,33,11,33,22,44,0,0,0,0,11,0,0,0,11,0,0,0,0,0,11,0,0,11
Building 3,Gas,KWh,Meter 1,02/10/2013,0,0,11,0,0,0,0,11,0,0,11,0,0,77,198,66,44,0,22,11,22,33,0,11,0,0,0,0,11,0,0,11,0,0,11,0,0,0,11,0,0,0,0,0,11,0,0,11
Building 3,Gas,KWh,Meter 1,03/10/2013,0,0,0,0,0,11,0,0,11,0,0,0,0,11,176,77,33,33,0,33,33,0,33,0,11,33,66,22,0,33,11,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,0
Building 3,Gas,KWh,Meter 1,04/10/2013,0,0,0,0,11,0,0,11,0,0,11,0,0,11,99,33,44,33,33,33,33,0,33,33,33,0,33,33,0,33,0,0,11,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,05/10/2013,121,33,0,11,0,0,33,44,22,0,11,0,0,44,0,0,55,33,0,0,0,11,0,0,0,11,0,0,77,11,0,0,0,11,0,0,0,11,77,33,0,11,0,0,77,33,0,0
Building 3,Gas,KWh,Meter 1,06/10/2013,11,33,44,0,44,0,0,77,0,33,0,33,33,44,0,0,44,0,0,22,22,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,11,121,33,0,0,44,11,0,0,0,55
Building 3,Gas,KWh,Meter 1,07/10/2013,33,0,11,0,33,0,0,55,33,0,44,22,11,66,77,33,33,33,0,0,44,0,33,0,33,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,08/10/2013,0,11,0,0,0,0,0,0,0,0,0,0,0,11,187,66,33,0,0,11,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,09/10/2013,0,0,0,0,0,0,0,0,0,0,11,0,0,0,253,44,33,0,0,33,0,0,11,0,0,0,0,0,0,0,44,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,10/10/2013,0,0,0,0,11,0,0,0,0,0,110,132,187,99,121,99,66,99,66,55,44,66,33,33,0,0,0,0,33,44,33,11,0,33,0,0,88,44,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,11/10/2013,0,0,11,0,0,0,0,0,0,0,77,176,187,143,110,77,110,55,88,33,33,33,0,0,0,0,0,0,0,0,0,66,33,0,0,0,66,0,55,0,0,0,0,0,11,0,0,99
Building 3,Gas,KWh,Meter 1,12/10/2013,77,33,33,33,33,33,0,0,33,55,0,33,0,11,22,55,33,0,0,44,0,44,11,33,0,0,0,0,33,11,0,0,33,0,0,0,44,0,0,33,44,33,0,11,0,44,0,0
Building 3,Gas,KWh,Meter 1,13/10/2013,77,11,33,0,0,11,33,0,66,0,33,0,33,11,0,55,33,33,0,11,33,0,44,44,0,33,0,11,44,0,33,0,55,33,11,0,44,0,44,66,0,11,33,0,44,11,33,44
Building 3,Gas,KWh,Meter 1,14/10/2013,0,33,0,44,44,0,44,0,44,0,132,176,77,88,77,66,55,121,55,55,33,0,0,0,0,11,0,0,77,22,0,11,0,0,66,0,0,44,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,15/10/2013,0,0,0,0,0,0,0,11,0,0,0,187,154,154,143,121,44,77,22,33,22,11,0,0,33,44,33,33,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,16/10/2013,0,0,11,0,0,0,0,132,66,44,55,44,121,165,110,77,66,77,22,44,22,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,17/10/2013,0,0,0,0,11,0,0,0,0,0,0,0,0,187,231,88,44,22,0,0,0,11,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,18/10/2013,0,0,0,0,0,0,0,0,11,0,0,0,0,110,242,110,33,33,22,11,0,0,22,33,33,44,11,11,33,33,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,19/10/2013,121,33,0,0,0,0,66,0,0,0,0,0,0,44,0,0,11,0,0,66,33,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,88,33,0,55,0,11,0,0,0,0,44,0
Building 3,Gas,KWh,Meter 1,20/10/2013,0,11,66,0,44,0,0,0,11,22,0,22,88,0,0,0,0,11,0,0,0,55,0,0,0,0,0,99,0,0,0,0,0,11,77,0,0,44,0,0,0,33,0,0,55,55,0,0
Building 3,Gas,KWh,Meter 1,21/10/2013,0,0,11,0,0,55,44,0,44,0,0,11,0,209,154,99,77,0,22,44,0,0,0,0,0,44,33,33,33,22,33,11,22,33,0,11,0,0,0,0,0,0,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,22/10/2013,0,0,0,0,11,0,0,0,0,11,0,0,0,0,242,143,44,22,11,33,22,11,22,33,33,0,33,55,66,44,33,33,33,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,23/10/2013,11,0,0,0,0,11,0,0,0,0,0,0,0,77,242,165,66,0,33,22,11,22,33,33,22,11,33,22,44,33,33,11,22,33,33,0,33,0,0,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,24/10/2013,0,0,11,0,0,0,0,0,0,0,0,121,143,154,132,110,99,44,66,33,77,33,33,33,0,0,0,55,11,22,33,33,0,33,11,0,0,0,11,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,25/10/2013,0,0,0,0,0,11,0,0,0,0,11,0,0,22,242,154,55,33,33,55,33,66,33,0,0,44,33,0,55,33,66,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,26/10/2013,0,11,99,11,0,0,0,0,11,44,0,0,0,77,0,0,44,0,11,0,0,0,0,44,0,0,0,0,0,11,44,0,77,0,11,0,33,0,0,11,33,0,0,66,22,0,0,44
Building 3,Gas,KWh,Meter 1,27/10/2013,0,22,0,99,22,11,0,33,11,11,77,0,33,11,0,11,44,0,11,0,44,0,0,22,0,44,0,22,55,0,44,0,0,0,11,44,0,66,0,44,0,0,0,44,11,55,44,0
Building 3,Gas,KWh,Meter 1,28/10/2013,0,11,44,0,33,44,11,0,0,44,209,121,77,132,99,66,77,66,44,77,44,77,44,55,11,0,55,44,33,0,0,11,11,33,77,33,11,0,0,0,0,0,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,29/10/2013,0,0,0,11,0,0,0,0,0,0,44,187,187,99,154,99,88,88,33,33,22,0,0,0,55,22,33,33,55,11,11,0,0,0,0,44,77,0,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,30/10/2013,11,0,0,0,0,0,0,0,0,0,209,132,176,99,154,99,99,77,33,33,33,22,33,33,33,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,31/10/2013,0,11,0,0,0,0,0,11,0,0,0,0,11,242,231,77,99,22,77,0,22,0,33,33,33,0,22,0,33,33,0,33,44,44,22,33,0,0,0,0,0,0,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,01/11/2013,0,0,0,0,11,0,0,0,0,0,0,0,0,242,231,88,66,33,33,22,33,0,33,22,0,44,66,0,33,0,33,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,88
Building 3,Gas,KWh,Meter 1,02/11/2013,66,55,44,22,44,22,33,0,11,33,0,55,22,33,33,33,0,0,33,0,0,11,44,0,11,0,11,88,33,22,11,0,0,11,66,0,44,0,55,55,33,0,33,0,11,44,22,55
Building 3,Gas,KWh,Meter 1,03/11/2013,0,0,55,11,44,44,0,44,0,55,22,33,11,11,44,66,33,22,0,33,0,44,11,0,44,0,22,33,0,77,0,44,0,44,22,44,55,22,11,22,11,44,44,22,11,33,44,33
Building 3,Gas,KWh,Meter 1,04/11/2013,33,0,77,33,33,66,55,55,176,99,154,121,121,66,110,88,44,88,66,44,44,33,22,33,66,66,44,66,33,55,33,33,0,33,33,22,33,11,0,0,0,0,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,05/11/2013,0,0,0,0,11,0,0,0,0,0,0,121,231,176,99,99,77,33,22,33,33,33,22,44,33,33,33,0,0,11,0,0,0,0,44,66,44,77,0,11,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,06/11/2013,11,0,0,0,0,11,0,0,0,0,0,0,176,231,143,88,66,55,22,33,44,33,0,22,33,33,33,22,0,88,33,22,0,33,11,0,0,0,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,07/11/2013,0,11,0,0,0,0,0,0,0,0,11,110,110,165,132,121,77,77,33,33,33,33,22,0,33,33,0,22,33,11,33,33,33,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,08/11/2013,0,0,0,0,0,0,11,0,0,0,55,187,187,165,143,99,99,99,33,77,22,0,33,0,66,0,33,33,44,33,22,22,55,0,33,33,33,44,22,0,0,0,11,0,0,11,44,121
Building 3,Gas,KWh,Meter 1,09/11/2013,44,66,11,33,55,33,11,55,22,33,66,0,44,11,55,33,33,33,33,22,22,44,44,33,0,55,0,22,33,33,44,0,44,11,44,33,33,11,44,33,22,22,0,44,55,33,0,44
Building 3,Gas,KWh,Meter 1,10/11/2013,0,77,11,44,0,44,33,33,44,33,11,66,0,33,44,33,33,33,44,0,33,33,33,22,11,33,0,22,22,33,44,11,33,33,11,44,22,44,22,33,44,0,44,11,55,33,11,33
Building 3,Gas,KWh,Meter 1,11/11/2013,33,33,55,0,44,0,44,77,55,44,121,176,121,99,99,99,55,55,33,22,0,44,22,33,22,0,33,33,33,22,0,33,33,0,33,22,11,0,0,0,0,0,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,12/11/2013,0,0,0,0,0,0,0,11,0,0,0,11,165,154,121,22,33,55,44,33,11,22,33,0,22,0,0,66,33,66,33,33,55,33,11,0,44,0,0,0,0,0,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,13/11/2013,0,0,0,0,0,0,11,0,44,198,132,165,99,99,165,77,99,110,44,33,0,0,33,0,0,0,0,0,0,0,0,11,0,143,0,0,11,0,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,14/11/2013,0,0,0,0,11,0,0,0,0,0,11,99,231,209,121,88,110,99,66,55,33,22,11,22,0,33,55,66,11,0,44,55,22,99,44,0,0,0,22,0,0,11,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,15/11/2013,0,0,0,0,0,0,0,0,88,132,132,165,121,132,143,77,132,66,66,44,55,33,22,44,33,44,11,33,0,22,33,33,0,66,0,33,0,33,22,0,0,0,0,11,0,0,33,88
Building 3,Gas,KWh,Meter 1,16/11/2013,66,33,33,55,33,33,33,33,0,33,44,33,22,55,22,44,33,22,33,33,33,11,33,0,77,0,0,33,11,66,0,33,0,0,88,0,0,33,0,55,33,33,0,33,0,77,11,0
Building 3,Gas,KWh,Meter 1,17/11/2013,55,0,44,33,11,11,33,44,33,44,0,11,11,55,33,22,11,11,44,33,33,33,11,0,33,44,33,11,44,0,0,33,44,22,44,0,44,0,44,33,0,44,11,11,33,33,44,22
Building 3,Gas,KWh,Meter 1,18/11/2013,11,33,33,33,0,22,44,11,55,33,209,110,110,132,88,88,33,66,33,33,33,22,33,33,0,22,33,0,33,22,33,33,33,33,33,0,22,88,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,19/11/2013,0,0,0,0,0,0,0,0,55,198,110,165,121,121,121,121,99,66,66,33,33,77,33,66,44,0,0,77,22,33,11,44,77,88,77,11,33,66,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,20/11/2013,0,0,0,0,0,0,0,11,110,143,143,176,154,77,154,77,110,88,44,66,33,33,88,66,55,66,44,33,0,11,77,99,22,0,44,77,0,0,11,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,21/11/2013,0,0,0,11,0,0,0,66,209,121,99,154,187,143,121,88,121,88,88,110,55,99,0,11,0,44,33,77,33,11,0,0,0,121,0,33,44,66,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,22/11/2013,0,0,0,0,0,0,0,11,165,132,121,165,165,154,99,154,88,77,99,33,66,33,44,33,44,22,55,33,0,66,0,0,22,44,55,88,33,0,22,0,0,0,0,0,0,0,55,99
Building 3,Gas,KWh,Meter 1,23/11/2013,66,33,33,55,33,33,44,55,22,33,33,55,44,33,33,33,55,33,33,33,55,33,33,33,22,33,33,55,44,22,33,33,22,44,22,55,44,22,33,33,33,44,44,33,33,33,33,55
Building 3,Gas,KWh,Meter 1,24/11/2013,33,33,33,22,33,33,33,33,22,33,33,66,33,33,22,33,33,33,33,44,44,33,22,33,33,33,33,22,33,33,22,33,33,33,55,33,22,33,33,33,33,22,33,33,33,33,33,55
Building 3,Gas,KWh,Meter 1,25/11/2013,33,22,33,22,99,66,33,176,176,154,77,143,99,110,99,55,88,99,55,55,33,33,11,55,44,33,44,44,55,22,0,11,0,33,33,33,22,66,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,26/11/2013,0,0,11,0,0,0,154,121,121,88,176,121,154,154,88,99,132,77,77,44,66,22,66,44,66,33,33,55,0,0,66,11,0,33,33,33,11,33,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,27/11/2013,0,0,11,0,0,0,0,0,0,11,0,220,231,143,110,77,55,55,33,77,88,55,22,22,22,0,33,66,33,0,33,22,33,0,33,22,11,0,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,28/11/2013,0,0,0,0,0,0,0,0,0,11,0,55,231,121,132,33,99,44,66,33,33,22,33,0,33,22,66,33,0,33,33,33,22,0,33,44,0,0,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,29/11/2013,0,11,0,0,0,0,0,0,11,0,0,0,165,231,165,88,66,44,55,33,55,33,44,33,33,55,0,33,33,55,0,33,44,33,22,22,44,55,0,0,0,0,0,0,0,0,11,110
Building 3,Gas,KWh,Meter 1,30/11/2013,55,55,44,33,33,44,22,11,44,33,44,22,44,33,33,44,33,33,33,44,44,44,33,33,33,22,33,33,66,22,33,33,22,44,11,44,33,22,11,33,33,33,33,22,33,33,55,33
Building 3,Gas,KWh,Meter 1,01/12/2013,11,33,33,33,66,11,22,33,44,33,33,33,44,33,33,0,44,66,11,22,33,33,33,22,11,44,44,11,33,11,33,44,33,33,11,22,22,66,33,11,22,33,44,33,22,0,44,44
Building 3,Gas,KWh,Meter 1,02/12/2013,33,22,44,33,33,22,11,66,88,176,132,132,121,110,88,44,55,88,66,33,33,66,44,0,0,44,55,0,44,0,11,44,0,44,11,33,33,33,0,0,0,0,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,03/12/2013,0,0,0,0,0,0,11,0,0,0,44,176,165,143,143,154,77,66,22,44,33,22,33,33,55,44,33,33,22,33,33,11,33,33,33,22,33,33,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,04/12/2013,0,0,0,11,0,0,0,0,0,11,0,88,220,220,132,110,77,55,22,33,33,55,11,33,33,22,33,33,33,33,22,44,22,11,33,66,55,33,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,05/12/2013,0,0,0,0,0,0,0,11,0,209,176,176,99,165,165,99,132,99,88,33,33,33,22,0,0,77,33,33,33,33,33,11,33,88,77,66,0,33,44,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,06/12/2013,0,0,0,0,0,0,0,0,0,121,187,220,121,110,154,143,88,77,99,33,55,33,88,33,33,22,0,33,0,11,0,0,66,0,33,44,66,11,22,0,0,0,11,0,0,0,0,88
Building 3,Gas,KWh,Meter 1,07/12/2013,77,44,33,0,55,11,22,33,22,33,22,33,33,22,33,33,22,22,33,22,44,22,33,22,22,22,22,22,22,22,55,22,11,33,22,22,33,33,22,44,33,22,33,22,44,22,22,22
Building 3,Gas,KWh,Meter 1,08/12/2013,22,44,22,44,33,22,33,33,22,33,22,33,22,55,22,22,33,33,11,33,22,44,33,11,33,11,55,11,11,55,11,44,11,44,11,44,11,22,22,55,22,11,44,33,11,33,0,33
Building 3,Gas,KWh,Meter 1,09/12/2013,33,11,22,44,11,44,33,33,88,110,176,121,154,77,121,77,77,88,33,55,33,33,33,22,44,22,44,22,33,0,22,33,11,11,33,11,0,0,0,0,0,0,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,10/12/2013,0,0,0,0,0,11,0,0,0,0,0,220,220,121,176,88,110,88,77,33,22,33,66,33,55,44,88,55,33,22,22,44,22,22,77,33,44,0,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,11/12/2013,0,0,0,0,0,0,0,0,11,22,198,176,143,132,165,88,143,77,44,66,77,33,66,22,33,33,33,33,0,0,44,44,55,22,33,44,33,33,0,0,0,0,0,0,11,0,0,0
Building 3,Gas,KWh,Meter 1,12/12/2013,0,0,0,0,0,0,0,0,11,0,66,220,176,132,143,121,110,44,88,33,33,55,44,22,11,44,44,22,22,11,22,33,33,0,22,33,0,0,0,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,13/12/2013,0,0,0,11,0,0,0,0,0,11,0,0,110,231,187,110,55,66,33,66,33,33,33,66,33,33,33,66,66,33,33,33,22,44,44,22,22,33,0,0,0,11,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,14/12/2013,154,33,66,0,33,11,22,44,22,22,33,11,55,33,22,11,33,33,22,33,11,33,33,33,11,33,22,22,44,0,55,11,44,0,55,11,44,11,55,0,33,22,11,44,11,44,11,44
Building 3,Gas,KWh,Meter 1,15/12/2013,0,44,22,44,0,55,0,44,11,44,11,44,22,22,22,33,33,11,33,22,44,22,33,11,33,11,44,22,22,22,11,33,11,44,22,44,11,44,0,0,55,11,44,0,11,44,11,44
Building 3,Gas,KWh,Meter 1,16/12/2013,0,22,33,22,22,22,0,55,0,0,143,99,176,99,88,66,77,66,44,66,66,33,33,33,22,33,33,44,66,33,44,33,33,22,55,55,33,22,0,0,0,0,0,0,0,0,0,11
Building 3,Gas,KWh,Meter 1,17/12/2013,0,0,0,0,0,0,11,0,0,0,209,176,176,99,143,77,66,143,77,77,22,33,44,55,33,11,0,11,55,44,33,44,55,44,33,22,33,11,0,0,0,0,0,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,18/12/2013,0,0,11,0,0,0,0,0,11,0,220,198,132,99,132,143,77,66,77,66,55,55,77,55,44,77,66,44,55,22,44,22,11,22,22,33,33,77,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,19/12/2013,0,0,0,0,0,0,11,0,0,0,187,220,143,143,121,99,99,66,66,66,77,22,33,33,33,22,55,55,55,22,33,33,44,55,44,33,66,33,33,0,0,0,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,20/12/2013,0,0,0,0,11,0,0,0,0,77,231,187,154,99,110,143,88,88,99,66,44,110,77,55,44,55,44,44,33,33,22,33,77,44,22,33,33,11,11,0,0,0,0,0,0,0,0,66
Building 3,Gas,KWh,Meter 1,21/12/2013,66,66,55,33,11,11,33,22,44,0,11,44,11,55,0,44,0,11,33,33,33,0,11,44,11,33,11,22,33,0,22,44,22,0,33,22,33,33,0,22,33,22,33,22,22,44,22,11
Building 3,Gas,KWh,Meter 1,22/12/2013,44,22,44,11,33,22,44,33,22,22,22,33,22,44,33,22,33,22,33,22,33,44,22,33,22,22,22,44,22,33,33,22,33,44,33,33,33,33,11,44,33,33,33,33,22,55,22,55
Building 3,Gas,KWh,Meter 1,23/12/2013,88,44,77,44,55,44,88,66,220,121,132,132,121,99,99,121,121,110,88,77,66,99,88,88,55,77,88,66,77,55,33,33,22,33,33,33,33,22,0,0,11,0,0,0,0,0,11,0
Building 3,Gas,KWh,Meter 1,24/12/2013,0,0,0,0,0,0,0,0,0,11,77,220,209,132,154,110,132,88,55,132,44,66,99,77,88,88,44,33,44,66,22,88,55,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0
Building 3,Gas,KWh,Meter 1,25/12/2013,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0
Building 3,Gas,KWh,Meter 1,26/12/2013,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0
Building 3,Gas,KWh,Meter 1,27/12/2013,0,0,0,0,165,99,88,88,231,176,165,121,165,165,110,143,132,110,143,99,143,88,143,99,66,88,99,110,33,44,22,88,33,33,99,66,55,33,11,0,0,0,0,0,11,0,0,143
